project_district,project_type,budget_amount,estimated_cost,actual_cost
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,5400,5400,0
2,SCA CIP RESOA,79200,79200,0
2,SCA CIP RESOA,5400,5400,0
2,SCA CIP RESOA,0,1462,1462
2,SCA CIP RESOA,18000,16538,5849
2,SCA CIP RESOA,264000,264000,6932
2,SCA CIP RESOA,18000,18000,6314
2,DOE - Lead Paint,DOEL,482,482
2,SCA CIP RESOA,0,18542,18542
2,SCA CIP RESOA,60528,91633,69080
2,SCA CIP RESOA,887743,1160943,511609
2,SCA CIP RESOA,60528,95352,38170
2,DIIT - Project Conne,DIIT,253896,0
2,SCA CIP,90000,90000,6022
2,SCA CIP,360000,360000,24087
2,SCA CIP,6750000,6750000,0
2,SCA CIP,420000,420000,408
2,DOE- RESOA,75000,76120,76120
9,SCA CIP RESOA,704000,704000,29869
9,SCA CIP RESOA,48000,48000,17467
9,SCA IEH,IEH,71240,974
9,SCA IEH,IEH,34218,1654
9,SCA IEH,IEH,1310,810
9,SCA CIP,21244,23388,23388
9,SCA CIP,77892,48454,48454
9,SCA CIP,824947,824947,732504
9,SCA CIP,191190,191190,7192
9,SCA CIP,143160,117958,117958
9,SCA CIP,565386,511665,408165
9,SCA CIP,9950372,8944229,3088474
9,SCA CIP,762315,212111,210459
9,SCA Emergency Respon,EMER,221184,196654
9,SCA CIP,74256,36365,35961
9,SCA CIP,291430,124583,120996
9,SCA CIP,4962251,4600983,712039
9,SCA CIP,419253,155548,155548
9,SCA IEH,IEH,45410,2904
9,SCA IEH,IEH,111239,3532
9,DIIT - RESOA,50000,49625,49625
9,DIIT - RESOA,75000,74436,74436
9,SCA CIP,33710,32743,1196
9,SCA CIP,134838,116899,11008
9,SCA CIP,2528213,2292651,556331
9,SCA CIP,171601,55062,40772
9,SCA CIP,15399,15399,0
9,SCA CIP,61594,61594,0
9,SCA CIP,1154891,1154891,0
9,SCA CIP,71860,71860,0
9,SCA CIP RESOA,0,18996,18996
9,SCA CIP RESOA,42000,23004,4307
9,SCA CIP RESOA,616000,616000,0
9,SCA CIP RESOA,42000,42000,19
9,SCA IEH,IEH,58238,3798
9,SCA IEH,IEH,64848,2954
9,SCA IEH,IEH,1080,580
9,SCA CIP,78296,144674,123319
9,SCA CIP,300671,278144,203647
9,SCA CIP,4514574,4104135,614579
9,SCA CIP,528044,164840,164840
9,SCA CIP RESOA,0,0,0
9,SCA CIP RESOA,19620,19620,0
9,SCA CIP RESOA,287760,287760,0
9,SCA CIP RESOA,19620,19620,0
9,SCA IEH,IEH,1878,1378
9,DOE - Skilled Trades,DOES,340000,2207
9,SCA CIP,40748,41369,41369
9,SCA CIP,156567,167313,164001
9,SCA CIP,2358951,2133621,20131
9,SCA CIP,273685,33373,33373
9,SCA CIP RESOA,0,0,0
9,SCA CIP RESOA,15000,15000,0
9,SCA CIP RESOA,220000,220000,0
9,SCA CIP RESOA,15000,15000,0
9,SCA CIP RESOA,0,0,0
9,SCA CIP RESOA,6000,6000,0
9,SCA CIP RESOA,88000,88000,0
9,SCA CIP RESOA,6000,6000,0
9,SCA IEH,IEH,11100,8103
9,DIIT - RESOA,36000,35729,35729
9,DIIT - RESOA,36000,35730,35730
9,DOE - Skilled Trades,DOES,170000,897
9,SCA IEH,IEH,18050,3249
9,SCA IEH,IEH,17042,5568
9,SCA IEH,IEH,1310,810
9,DIIT - Project Conne,DIIT,,0
9,DOE- RESOA,100000,100000,0
9,DOE - Skilled Trades,DOES,66862,66862
9,DOE - Skilled Trades,DOES,170000,1589
9,SCA CIP,19614,62448,61036
9,SCA CIP,71920,78523,69872
9,SCA CIP,761694,736949,696266
9,SCA CIP,176530,194397,193723
9,SCA IEH,IEH,34732,2820
9,SCA IEH,IEH,27782,882
9,SCA CIP,28800,38946,38946
9,SCA CIP,115200,178725,171466
9,SCA CIP,2160000,2014569,1664546
9,SCA CIP,134400,143232,137264
9,SCA CIP,28140,35853,30177
9,SCA CIP,103180,68605,59908
9,SCA CIP,1092770,971904,188659
9,SCA CIP,253260,68257,67546
9,SCA CIP RESOA,0,894,894
9,SCA CIP RESOA,21000,3578,3578
9,SCA CIP RESOA,308000,308000,1066
9,SCA CIP RESOA,21000,21000,3908
9,DIIT - RESOA,75000,74391,74391
9,DOE - Skilled Trades,DOES,117009,117009
9,SCA CIP RESOA,0,0,0
9,SCA CIP RESOA,6000,6000,0
9,SCA CIP RESOA,88000,88000,0
9,SCA CIP RESOA,6000,6000,0
9,SCA CIP RESOA,0,0,0
9,SCA CIP RESOA,4200,4200,0
9,SCA CIP RESOA,61600,61600,0
9,SCA CIP RESOA,4200,4200,0
9,SCA CIP RESOA,0,0,0
9,SCA CIP RESOA,6000,6000,0
9,SCA CIP RESOA,88000,88000,0
9,SCA CIP RESOA,6000,6000,0
9,DIIT - RESOA,53000,52576,52576
9,DIIT - RESOA,75000,74438,74438
9,DIIT - Project Conne,DIIT,8275,0
9,SCA CIP,62401,20456,20456
9,SCA CIP,240787,240787,80122
9,SCA CIP,3723350,3723350,11132
9,SCA CIP,405838,405838,9355
9,SCA CIP,40000,33750,33442
9,SCA CIP,159224,114572,114572
9,SCA CIP,2915732,2658199,1590720
9,SCA CIP,196764,178783,178783
9,SCA CIP,34172,34231,34231
9,SCA CIP,136688,99468,94407
9,SCA CIP,2562903,2562903,2437
9,SCA CIP,159470,159470,9072
9,SCA CIP,219855,132003,130392
9,SCA CIP,875145,624822,609069
9,SCA CIP,16025828,15253409,10471199
9,SCA CIP,1081480,1281552,1277534
9,SCA IEH,IEH,98251,2068
9,DOE - Skilled Trades,DOES,44536,0
2,SCA CIP,133316,192912,190271
2,SCA CIP,517538,547110,533227
2,SCA CIP,8292284,7914835,6333782
2,SCA CIP,826595,740667,717638
2,Fast Track Projects,FTK,1423626,943455
2,DIIT - Project Conne,DIIT,140221,0
2,DIIT - Project Conne,DIIT,140221,0
2,DOE - Lead Paint,DOEL,800,0
2,DOE- RESOA,68600,68600,68600
2,Trust For Public Lan,5000,5000,0
2,Trust For Public Lan,20000,20000,0
2,Trust For Public Lan,60000,60000,0
2,Trust For Public Lan,15000,15000,0
2,Trust For Public Lan,65000,65000,0
2,Trust For Public Lan,195000,195000,0
2,Trust For Public Lan,650000,650000,0
2,Trust For Public Lan,175500,175500,0
2,SCA CIP RESOA,0,10151,10151
2,SCA CIP RESOA,23466,40484,40484
2,SCA CIP RESOA,344168,326003,251089
2,SCA CIP RESOA,23466,37349,36229
2,SCA IEH,IEH,15557,2372
2,SCA IEH,IEH,522,522
2,DIIT - Project Conne,DIIT,128376,0
2,DIIT - Project Conne,DIIT,128376,0
2,DOE- RESOA,210000,162671,162671
2,DOE- RESOA,178075,178075,163502
2,DOE - Skilled Trades,DOES,65602,65602
2,DIIT - Project Conne,DIIT,236757,0
2,SCA IEH,IEH,12717,1966
2,DOE - Lead Paint,DOEL,740,740
2,SCA CIP,59835,67405,67405
2,SCA CIP,225988,228608,199064
2,SCA CIP,3039148,2861826,1546865
2,SCA CIP,452772,247995,243703
2,DIIT - Project Conne,DIIT,272799,0
2,DIIT - Project Conne,DIIT,246657,0
2,SCA CIP RESOA,0,58454,48730
2,SCA CIP RESOA,90540,110705,4008
2,SCA CIP RESOA,1327920,2480993,28375
2,SCA CIP RESOA,90540,169159,19612
2,SCA IEH,IEH,544,544
2,SCA CIP,25350,5325,5325
2,SCA CIP,92950,21492,21492
2,SCA CIP,984425,868425,161275
2,SCA CIP,228150,58896,58896
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,12000,12000,0
2,SCA CIP RESOA,176000,176000,0
2,SCA CIP RESOA,12000,12000,0
2,SCA IEH,IEH,11094,1248
2,DIIT - Project Conne,DIIT,92197,0
2,DIIT - Project Conne,DIIT,92197,0
2,DOE- RESOA,150000,334500,334500
2,DIIT - Project Conne,DIIT,151479,0
2,DIIT - Project Conne,DIIT,151479,0
2,DOE - Skilled Trades,DOES,18246,18246
2,SCA CIP RESOA,0,1071,1071
2,SCA CIP RESOA,30000,28929,4284
2,SCA CIP RESOA,440000,440000,0
2,SCA CIP RESOA,30000,30000,3403
2,SCA IEH,IEH,31793,4048
2,SCA IEH,IEH,11821,2412
2,DOE - Skilled Trades,DOES,270403,270403
2,DOE - Skilled Trades,DOES,170000,1529
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,12000,12000,0
2,SCA CIP RESOA,176000,176000,0
2,SCA CIP RESOA,12000,12000,0
2,SCA CIP RESOA,0,154,154
2,SCA CIP RESOA,9000,8846,615
2,SCA CIP RESOA,132000,132000,0
2,SCA CIP RESOA,9000,9000,0
2,SCA CIP RESOA,0,26139,25873
2,SCA CIP RESOA,126187,100048,48639
2,SCA CIP RESOA,1850743,1850743,0
2,SCA CIP RESOA,126187,126187,11986
2,DIIT - RESOA,35000,34738,34738
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,10500,10500,0
2,SCA CIP RESOA,154000,154000,0
2,SCA CIP RESOA,10500,10500,0
2,DOE- RESOA,125000,125000,68416
2,DOE - Skilled Trades,DOES,170000,0
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,15000,15000,0
2,SCA CIP RESOA,220000,220000,0
2,SCA CIP RESOA,15000,15000,0
2,DOE- RESOA,100000,93151,93151
2,DOE- RESOA,102377,102377,102377
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,9000,9000,0
2,SCA CIP RESOA,132000,132000,0
2,SCA CIP RESOA,9000,9000,0
2,DIIT - RESOA,75000,74437,74437
2,DOE- RESOA,250000,248700,248700
2,SCA CIP RESOA,0,15667,15667
2,SCA CIP RESOA,7470,6063,6063
2,SCA CIP RESOA,109566,70400,0
2,SCA CIP RESOA,7470,4800,0
2,DIIT - Project Conne,DIIT,8275,0
2,DIIT - RESOA,35000,35000,34738
2,SCA CIP,387885,296357,282444
2,SCA CIP,1551540,910011,807440
2,SCA CIP,29091375,27407880,27142386
2,SCA CIP,1810130,774254,773560
2,SCA CIP,16772,16772,0
2,SCA CIP,67087,67087,0
2,SCA CIP,1257887,1257887,0
2,SCA CIP,78269,78269,0
2,SCA CIP RESOA,0,56320,47846
2,SCA CIP RESOA,4244,178952,13389
2,SCA CIP RESOA,62244,3450653,7182
2,SCA CIP RESOA,4244,235272,6077
2,SCA CIP RESOA,0,4225,4225
2,SCA CIP RESOA,15000,15921,15162
2,SCA CIP RESOA,220000,295478,0
2,SCA CIP RESOA,15000,20146,2464
2,DIIT - RESOA,35000,34737,34737
2,DOE - Lead Paint,DOEL,696,696
2,SCA CIP,142673,110879,110879
2,SCA CIP,547146,571880,423800
9,DIIT - Project Conne,DIIT,9456,0
9,SCA CIP,586154,270151,254098
9,SCA CIP,2327215,1334162,850588
9,SCA CIP,42073721,37858025,106840
9,SCA CIP,2961572,153724,153507
9,SCA CIP,5723,2898,2898
9,SCA CIP,20985,20985,11595
9,SCA CIP,222248,222248,167
9,SCA CIP,105303,105303,2022
9,SCA CIP RESOA,0,19212,19212
9,SCA CIP RESOA,90000,86348,86342
9,SCA CIP RESOA,1320000,1320000,36216
9,SCA CIP RESOA,90000,90000,36718
9,DIIT - RESOA,53000,52602,52602
9,DIIT - RESOA,75000,74438,74438
9,SCA CIP,18300,42964,41628
9,SCA CIP,73200,70055,51189
9,SCA CIP,1372500,1243304,60224
9,SCA CIP,85400,34267,34267
9,SCA CIP,15334,15033,15033
9,SCA CIP,56224,60346,60346
9,SCA CIP,595465,529239,147194
9,SCA CIP,321210,231184,51022
9,SCA CIP,381244,381244,0
9,SCA CIP,1524972,1524972,0
9,SCA CIP,28593227,28593227,0
9,SCA CIP,1779134,1779134,0
9,DIIT - RESOA,50000,49625,49625
9,DIIT - RESOA,75000,74436,74436
9,SCA CIP RESOA,0,0,0
9,SCA CIP RESOA,72000,72000,0
9,SCA CIP RESOA,1056000,1056000,0
9,SCA CIP RESOA,72000,72000,0
9,SCA CIP,3534,884,884
9,SCA CIP,12957,3732,3599
9,SCA CIP,137227,137227,78
9,SCA CIP,31804,31804,545
9,DIIT - Project Conne,DIIT,17625,0
10,SCA CIP,80820,73092,73092
10,SCA CIP,323280,499999,268824
10,SCA CIP,6061500,5479401,299861
10,SCA CIP,377160,89078,88153
10,SCA CIP,65691,56983,56361
10,SCA CIP,251895,254341,213293
10,SCA CIP,3747582,3361669,372921
10,SCA CIP,447851,89581,88973
10,DIIT - Project Conne,DIIT,26072,0
10,DOE - Skilled Trades,DOES,52272,0
10,SCA CIP RESOA,0,1635,1635
10,SCA CIP RESOA,12000,5023,5023
10,SCA CIP RESOA,176000,176000,5493
10,SCA CIP RESOA,12000,12000,3318
10,SCA CIP RESOA,0,14339,14339
10,SCA CIP RESOA,25997,61283,59863
10,SCA CIP RESOA,381294,200078,74801
10,SCA CIP RESOA,25997,25897,25355
10,DIIT - RESOA,50000,49625,49625
10,DIIT - RESOA,100000,99248,99248
10,SCA CIP,111868,95763,95763
10,SCA CIP,438314,411892,398377
10,SCA CIP,7396385,7149044,4377217
10,SCA CIP,641116,902840,878382
10,DIIT - RESOA,76250,75678,75678
10,SCA CIP,29010,41667,40256
10,SCA CIP,106370,80475,71807
10,SCA CIP,1126555,985858,266430
10,SCA CIP,261090,52695,52695
10,DIIT - Project Conne,DIIT,22988,0
10,SCA CIP RESOA,0,10101,10101
10,SCA CIP RESOA,28500,62940,29744
10,SCA CIP RESOA,418000,307250,53998
10,SCA CIP RESOA,28500,28348,7535
10,SCA CIP,117946,96403,90534
10,SCA CIP,461943,277227,275565
10,SCA CIP,7778237,7778237,74107
10,SCA CIP,678339,678339,69811
10,SCA IEH,IEH,24400,4892
10,DOE - Skilled Trades,DOES,2886774,2738626
10,SCA CIP RESOA,0,0,0
10,SCA CIP RESOA,7500,7500,0
10,SCA CIP RESOA,110000,110000,0
10,SCA CIP RESOA,7500,7500,0
10,SCA IEH,IEH,28351,1954
10,SCA IEH,IEH,113005,3152
10,DIIT - Project Conne,DIIT,14754,0
10,DOE- RESOA,150000,150000,0
10,DOE - Skilled Trades,DOES,170000,1713
10,SCA CIP,94294,94217,94217
10,SCA CIP,376703,451658,349047
10,SCA CIP,7021197,6365771,2063054
10,SCA CIP,446117,125335,120679
10,SCA CIP RESOA,0,1689,1689
10,SCA CIP RESOA,25050,23361,3975
10,SCA CIP RESOA,367400,367400,0
10,SCA CIP RESOA,74399,49770,421
10,SCA IEH,IEH,203220,3918
10,DOE - Lead Paint,DOEL,31912,31912
10,DOE - Lead Paint,DOEL,800,0
10,SCA CIP,72435,91945,91945
10,SCA CIP,289740,302136,301930
10,SCA CIP,5432626,5254679,4930506
10,SCA CIP,338030,471052,452343
10,SCA IEH,IEH,33157,3566
10,DOE - Lead Paint,DOEL,22488,22488
10,DOE - Lead Paint,DOEL,800,0
10,DOE- RESOA,250000,250000,238840
10,DIIT - PBX Telephone,DIIX,271256,271256
10,SCA CIP,17542,17542,0
10,SCA CIP,64321,64321,0
10,SCA CIP,681220,681220,0
10,SCA CIP,157879,157879,0
10,DOE - Skilled Trades,DOES,51838,0
10,SCA IEH,IEH,142183,8825
10,DOE - Skilled Trades,DOES,170000,552
10,SCA Capacity,2111950,1385273,1374474
10,SCA Capacity,6758240,4029100,2574699
10,SCA Capacity,94784316,85874917,12202787
10,SCA Capacity,13347524,5330356,863063
10,SCA CIP,148872,234167,231131
2,SCA CIP RESOA,528000,528000,0
10,SCA CIP,582183,319020,310097
2,SCA CIP,8145807,11032884,7398329
2,SCA CIP,971898,893966,754170
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,6000,6000,0
2,SCA CIP RESOA,88000,88000,0
2,SCA CIP RESOA,6000,6000,0
2,SCA CIP RESOA,0,137,137
2,SCA CIP RESOA,18000,17863,546
2,SCA CIP RESOA,264000,264000,0
2,SCA CIP RESOA,18000,18000,0
2,DIIT - RESOA,100000,99250,99250
2,DIIT - RESOA,230000,228268,228268
2,DOE - Skilled Trades,DOES,450000,0
2,DOE - Skilled Trades,DOES,170000,1286
2,SCA IEH,IEH,1657,1657
2,SCA IEH,IEH,258902,4902
2,SCA IEH,IEH,0,0
2,DIIT - PBX Telephone,DIIX,164632,164632
2,SCA CIP,201197,214223,214223
2,SCA CIP,789355,463204,447808
2,SCA CIP,13415475,12321449,11631156
2,SCA CIP,1139520,679553,679553
2,SCA CIP,79770,43306,43306
2,SCA CIP,310679,174705,173202
2,SCA CIP,5071239,5071239,5083
2,SCA CIP,481473,481473,13389
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,36000,36000,0
2,SCA CIP RESOA,36000,36000,0
2,SCA IEH,IEH,36996,3380
2,SCA CIP,61782,61782,0
2,SCA CIP,226531,226531,0
2,SCA CIP,2399164,2399164,0
2,SCA CIP,556029,556029,0
2,SCA CIP RESOA,0,145249,141883
2,SCA CIP RESOA,98914,199810,117848
2,SCA CIP RESOA,1450742,1450742,51283
2,SCA CIP RESOA,98914,98914,35739
2,SCA CIP,124905,93414,93414
2,SCA CIP,494872,382890,320192
2,SCA CIP,8852502,8038026,318024
2,SCA CIP,644650,105364,105011
2,SCA CIP RESOA,0,8861,8861
2,SCA CIP RESOA,17181,32751,32751
2,SCA CIP RESOA,251991,134527,37227
2,SCA CIP RESOA,125324,129695,129352
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,3000,3000,0
2,SCA CIP RESOA,44000,44000,0
2,SCA CIP RESOA,3000,3000,0
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,6000,6000,0
2,SCA CIP RESOA,88000,88000,0
2,SCA CIP RESOA,6000,6000,0
2,SCA CIP RESOA,0,68,68
2,SCA CIP RESOA,30000,29932,273
2,SCA CIP RESOA,440000,440000,0
2,SCA CIP RESOA,30000,30000,0
2,SCA CIP RESOA,0,11600,11600
2,SCA CIP RESOA,15000,3400,1375
2,SCA CIP RESOA,220000,220000,3842
2,SCA CIP RESOA,15000,15000,4219
2,DIIT - RESOA,35000,34737,34737
2,SCA CIP RESOA,0,24264,24264
2,SCA CIP RESOA,89100,79776,45944
2,SCA CIP RESOA,1306800,1306800,227
2,SCA CIP RESOA,89100,89100,5444
2,DIIT - RESOA,35000,34736,34736
2,DIIT - RESOA,100000,99250,99250
2,SCA Capacity,2470500,2014659,2014653
2,SCA Capacity,7905600,6600187,6110071
2,SCA Capacity,110876040,115006550,79347056
2,SCA Capacity,15613560,9047398,3623073
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,21000,21000,0
2,SCA CIP RESOA,308000,308000,0
2,SCA CIP RESOA,21000,21000,1218
2,SCA CIP RESOA,0,20579,20579
2,SCA CIP RESOA,43500,72485,70296
2,SCA CIP RESOA,638000,2496321,18041
2,SCA CIP RESOA,43500,170204,14441
2,DIIT - RESOA,100000,99220,99220
2,DIIT - RESOA,101000,100243,100243
2,DOE- RESOA,93000,93000,0
2,DOE - Skilled Trades,DOES,196107,196107
2,DOE - Skilled Trades,DOES,170000,1882
2,SCA CIP,10476,1868,1868
2,SCA CIP,38413,38413,7471
2,SCA CIP,406825,406825,0
2,SCA CIP,148880,148880,1548
2,SCA CIP RESOA,0,154,154
2,SCA CIP RESOA,42000,41846,615
2,SCA CIP RESOA,616000,616000,0
2,SCA CIP RESOA,42000,42000,0
2,DOE- RESOA,120000,120000,0
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,15000,15000,0
2,SCA CIP RESOA,220000,220000,0
2,SCA CIP RESOA,15000,15000,0
2,SCA CIP,23790,71644,71644
2,SCA CIP,83266,236298,204520
2,SCA CIP,1350096,2509750,2077932
2,SCA CIP,95161,632018,615914
2,SCA CIP,663906,220619,217479
2,SCA CIP,2645233,1089400,774077
2,SCA CIP,48665204,44414510,9243952
2,SCA CIP,3233363,839645,830120
2,SCA CIP,11624,4157,4157
2,SCA CIP,42620,16758,16724
2,SCA CIP,451390,399079,1313
2,SCA CIP,314545,264191,23036
2,SCA CIP,93315,113598,113598
2,SCA CIP,373260,403814,360611
2,SCA CIP,6998625,6339076,1522807
2,SCA CIP,435470,287431,287116
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,18000,18000,0
2,SCA CIP RESOA,264000,264000,0
2,SCA CIP RESOA,18000,18000,0
10,SCA CIP,9721743,9721743,48273
10,SCA CIP,867713,867713,37657
10,SCA CIP RESOA,0,0,0
10,SCA CIP RESOA,48000,48000,0
10,SCA CIP RESOA,704000,704000,0
10,SCA CIP RESOA,48000,48000,0
10,SCA CIP RESOA,0,0,0
10,SCA CIP RESOA,15000,15000,0
10,SCA CIP RESOA,220000,220000,0
10,SCA CIP RESOA,15000,15000,0
10,SCA Capacity,994460,1029014,1029014
10,SCA Capacity,3729225,3700115,3453757
10,SCA Capacity,55938375,57470437,53089245
10,SCA Capacity,7309835,7000491,6480714
10,SCA IEH,IEH,31061,3306
10,SCA IEH,IEH,1626,1126
10,DOE - Skilled Trades,DOES,170000,622
10,SCA CIP,365670,107682,105579
10,SCA CIP,1462680,414499,413067
10,SCA CIP,27425242,27425242,112753
10,SCA CIP,1706460,1706460,77447
10,DOE- RESOA,150000,150000,0
10,SCA CIP RESOA,0,7746,609
10,SCA CIP RESOA,16500,8754,2155
10,SCA CIP RESOA,242000,242000,5438
10,SCA CIP RESOA,16500,16500,2844
10,SCA CIP,78375,70511,70511
10,SCA CIP,292723,254362,188646
10,SCA CIP,3624098,4064417,3211456
10,SCA CIP RESOA,7500,7500,0
10,SCA CIP,635807,371008,343220
10,SCA CIP RESOA,0,34,34
10,SCA CIP RESOA,30000,29966,137
10,SCA CIP RESOA,440000,440000,0
10,SCA CIP RESOA,30000,30000,0
10,SCA IEH,IEH,89010,6294
10,DIIT - RESOA,100000,99249,99249
10,DOE - Skilled Trades,DOES,309916,309916
10,SCA CIP,162989,132035,132017
10,SCA CIP,638198,505201,398543
10,SCA CIP,10731200,9700675,1664661
10,SCA CIP,939503,211873,209808
10,SCA IEH,IEH,63176,2086
10,SCA IEH,IEH,73886,1164
10,SCA IEH,IEH,22367,4414
10,SCA CIP,9780,5591,5591
10,SCA CIP,35860,22365,22365
10,SCA CIP,379790,379790,0
10,SCA CIP,88020,88020,2201
10,SCA IEH,IEH,106248,7026
10,SCA IEH,IEH,109707,4198
10,SCA IEH,IEH,76084,2594
10,DIIT - Project Conne,DIIT,30671,0
10,SCA CIP RESOA,0,0,0
10,SCA CIP RESOA,6000,6000,0
10,SCA CIP RESOA,88000,88000,0
10,SCA CIP RESOA,6000,6000,0
10,DOE- RESOA,150000,158503,158503
10,DOE - Skilled Trades,DOES,163283,162283
10,SCA IEH,IEH,14346,3530
10,SCA IEH,IEH,36994,1378
10,DIIT - RESOA,50000,49625,49625
10,SCA CIP,114135,52162,52162
10,SCA CIP,456540,41452,41313
10,SCA CIP,8560125,7813374,25439
10,SCA CIP,532630,32631,32035
10,DIIT - RESOA,50000,49624,49624
10,DOE- RESOA,100000,95773,95773
10,SCA CIP,53250,49996,49595
10,SCA CIP,195249,89758,79357
10,SCA CIP,2067875,1833802,27683
10,SCA CIP,479250,101312,101187
10,SCA CIP RESOA,0,0,0
10,SCA CIP RESOA,9300,9300,0
10,SCA CIP RESOA,136400,136400,0
10,SCA CIP RESOA,9300,9300,0
10,SCA CIP RESOA,0,7018,7018
10,SCA CIP RESOA,25500,18482,12115
10,SCA CIP RESOA,374000,374000,6605
10,SCA CIP RESOA,69994,47483,2989
10,SCA IEH,IEH,996,496
10,SCA IEH,IEH,76791,2882
10,SCA CIP,8969,2917,2917
10,SCA CIP,32888,32888,9422
10,SCA CIP,348314,348314,0
10,SCA CIP,132388,132388,457
10,SCA CIP RESOA,0,28421,28421
10,SCA CIP RESOA,152100,85158,75719
10,SCA CIP RESOA,2230800,2230800,15938
10,SCA CIP RESOA,152100,152100,26569
10,SCA CIP RESOA,0,0,0
10,SCA CIP RESOA,110000,110000,0
10,SCA CIP RESOA,7500,7500,0
10,Fast Track Projects,FTK,2691944,2420934
10,DIIT - RESOA,60000,59550,59550
10,DOE - Skilled Trades,DOES,112897,54426
10,SCA CIP RESOA,0,18991,18991
10,SCA CIP RESOA,54000,69985,68382
10,SCA CIP RESOA,792000,1150322,12187
10,SCA CIP RESOA,54000,78431,11532
10,DOE - Skilled Trades,DOES,163151,44595
10,SCA CIP,81156,92673,91350
10,SCA CIP,317975,241082,241082
10,SCA CIP,5365716,4971708,4806862
10,SCA CIP,465100,499881,499881
10,SCA CIP,104535,55902,49979
10,SCA CIP,418140,91483,76183
10,SCA CIP,7840125,7156350,54250
10,SCA CIP,487830,64692,64621
10,DIIT - RESOA,50000,50000,49625
10,DOE- RESOA,60000,60000,0
10,DIIT - PBX Telephone,DIIX,164632,164632
10,DIIT - RESOA,75000,74437,74437
10,SCA CIP RESOA,0,0,0
10,SCA CIP RESOA,4500,4500,0
10,SCA CIP RESOA,66000,66000,0
10,SCA CIP RESOA,4500,4500,0
10,SCA CIP RESOA,0,0,0
10,SCA CIP RESOA,4500,4500,0
10,SCA CIP RESOA,66000,66000,0
10,SCA CIP RESOA,4500,4500,0
10,SCA CIP,54000,97522,90852
10,SCA CIP,216000,248955,199945
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,6000,6000,0
2,SCA CIP RESOA,88000,88000,0
2,SCA CIP RESOA,6000,6000,0
2,SCA IEH,IEH,87921,2668
2,SCA IEH,IEH,21906,1910
2,SCA IEH,IEH,1278,778
2,DOE - Skilled Trades,DOES,450000,913
2,SCA Capacity,965589,890156,890156
2,SCA Capacity,3089886,1834433,1456157
2,SCA Capacity,43335646,43335646,77266
2,SCA Capacity,6102524,6102524,67448
2,PRE-K,550085,289748,152544
2,PRE-K,1760273,1760273,52838
2,PRE-K,24687825,24687825,11015
2,PRE-K,3476539,3476539,34638
2,PRE-K,138335,190567,190567
2,PRE-K,442673,442673,156444
2,PRE-K,6208493,6208493,11169
2,PRE-K,874280,874280,49905
2,SCA Emergency Lighti,720,264,264
2,SCA Emergency Lighti,2600,7015,7015
2,SCA Emergency Lighti,77000,39000,38948
2,SCA Emergency Lighti,12240,54423,54415
2,SCA IEH,IEH,500,0
2,DOE - Skilled Trades,DOES,75200,3362
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,6000,6000,0
2,SCA CIP RESOA,88000,88000,0
2,SCA CIP RESOA,6000,6000,0
2,SCA IEH,IEH,38502,778
2,DIIT - RESOA,35000,34709,34709
2,DIIT - RESOA,35000,34372,34372
2,DIIT - RESOA,35000,34736,34736
2,DOE - Lead Paint,DOEL,800,0
2,DOE - Lead Paint,DOEL,800,0
2,DIIT - Project Conne,DIIT,94561,0
2,SCA CIP,34425,53698,53698
2,SCA CIP,137700,215095,214892
2,SCA CIP,2581875,2360604,1561939
2,SCA CIP,362564,452205,251136
2,SCA CIP,131296,72361,72361
2,SCA CIP,518627,425389,307354
2,SCA CIP,9135619,8245814,2033840
2,SCA CIP,716512,213705,194700
2,SCA IEH,IEH,990,490
2,DIIT - RESOA,100000,99249,99249
2,SCA CIP,466259,836280,836280
2,SCA CIP,1631911,5291437,4858970
2,SCA CIP,26460255,53878952,40205105
2,SCA CIP,1932051,4736314,4171804
2,SCA CIP,11155,1955,1955
2,SCA CIP,40902,40902,7821
2,SCA CIP,433188,433188,0
2,SCA CIP,171009,171009,596
2,SCA CIP RESOA,0,0,0
2,SCA CIP RESOA,6000,6000,0
2,SCA CIP RESOA,88000,88000,0
2,SCA CIP RESOA,6000,6000,0
2,DIIT - RESOA,100000,99094,99094
2,SCA CIP,49500,31685,31685
2,SCA CIP,198000,168203,154504
2,SCA CIP,3712500,3456700,2732312
2,SCA CIP,231000,177403,175350
2,SCA CIP,229732,97654,97654
2,SCA CIP,913667,353974,343837
2,SCA CIP,16658901,16658901,48265
